id,topic,word,part_of_speech,meaning,example,review_day
1200,Core English,review-1200,,,I review review-1200 today.,"1,2,4,7,14,30"
1201,Core English,review-1201,,,I review review-1201 today.,"1,2,4,7,14,30"
1202,Core English,review-1202,,,I review review-1202 today.,"1,2,4,7,14,30"
1203,Core English,review-1203,,,I review review-1203 today.,"1,2,4,7,14,30"
1204,Core English,review-1204,,,I review review-1204 today.,"1,2,4,7,14,30"
1205,Core English,review-1205,,,I review review-1205 today.,"1,2,4,7,14,30"
1206,Core English,review-1206,,,I review review-1206 today.,"1,2,4,7,14,30"
1207,Core English,review-1207,,,I review review-1207 today.,"1,2,4,7,14,30"
1208,Core English,review-1208,,,I review review-1208 today.,"1,2,4,7,14,30"
1209,Core English,review-1209,,,I review review-1209 today.,"1,2,4,7,14,30"
1210,Core English,review-1210,,,I review review-1210 today.,"1,2,4,7,14,30"
1211,Core English,review-1211,,,I review review-1211 today.,"1,2,4,7,14,30"
1212,Core English,review-1212,,,I review review-1212 today.,"1,2,4,7,14,30"
1213,Core English,review-1213,,,I review review-1213 today.,"1,2,4,7,14,30"
1214,Core English,review-1214,,,I review review-1214 today.,"1,2,4,7,14,30"
1215,Core English,review-1215,,,I review review-1215 today.,"1,2,4,7,14,30"
1216,Core English,review-1216,,,I review review-1216 today.,"1,2,4,7,14,30"
1217,Core English,review-1217,,,I review review-1217 today.,"1,2,4,7,14,30"
1218,Core English,review-1218,,,I review review-1218 today.,"1,2,4,7,14,30"
1219,Core English,review-1219,,,I review review-1219 today.,"1,2,4,7,14,30"
1220,Core English,review-1220,,,I review review-1220 today.,"1,2,4,7,14,30"
1221,Core English,review-1221,,,I review review-1221 today.,"1,2,4,7,14,30"
1222,Core English,review-1222,,,I review review-1222 today.,"1,2,4,7,14,30"
1223,Core English,review-1223,,,I review review-1223 today.,"1,2,4,7,14,30"
1224,Core English,review-1224,,,I review review-1224 today.,"1,2,4,7,14,30"
1225,Core English,review-1225,,,I review review-1225 today.,"1,2,4,7,14,30"
1226,Core English,review-1226,,,I review review-1226 today.,"1,2,4,7,14,30"
1227,Core English,review-1227,,,I review review-1227 today.,"1,2,4,7,14,30"
1228,Core English,review-1228,,,I review review-1228 today.,"1,2,4,7,14,30"
1229,Core English,review-1229,,,I review review-1229 today.,"1,2,4,7,14,30"
1230,Core English,review-1230,,,I review review-1230 today.,"1,2,4,7,14,30"
1231,Core English,review-1231,,,I review review-1231 today.,"1,2,4,7,14,30"
1232,Core English,review-1232,,,I review review-1232 today.,"1,2,4,7,14,30"
1233,Core English,review-1233,,,I review review-1233 today.,"1,2,4,7,14,30"
1234,Core English,review-1234,,,I review review-1234 today.,"1,2,4,7,14,30"
1235,Core English,review-1235,,,I review review-1235 today.,"1,2,4,7,14,30"
1236,Core English,review-1236,,,I review review-1236 today.,"1,2,4,7,14,30"
1237,Core English,review-1237,,,I review review-1237 today.,"1,2,4,7,14,30"
1238,Core English,review-1238,,,I review review-1238 today.,"1,2,4,7,14,30"
1239,Core English,review-1239,,,I review review-1239 today.,"1,2,4,7,14,30"
1240,Core English,review-1240,,,I review review-1240 today.,"1,2,4,7,14,30"
1241,Core English,review-1241,,,I review review-1241 today.,"1,2,4,7,14,30"
1242,Core English,review-1242,,,I review review-1242 today.,"1,2,4,7,14,30"
1243,Core English,review-1243,,,I review review-1243 today.,"1,2,4,7,14,30"
1244,Core English,review-1244,,,I review review-1244 today.,"1,2,4,7,14,30"
1245,Core English,review-1245,,,I review review-1245 today.,"1,2,4,7,14,30"
1246,Core English,review-1246,,,I review review-1246 today.,"1,2,4,7,14,30"
1247,Core English,review-1247,,,I review review-1247 today.,"1,2,4,7,14,30"
1248,Core English,review-1248,,,I review review-1248 today.,"1,2,4,7,14,30"
1249,Core English,review-1249,,,I review review-1249 today.,"1,2,4,7,14,30"
1250,Core English,review-1250,,,I review review-1250 today.,"1,2,4,7,14,30"
1251,Core English,review-1251,,,I review review-1251 today.,"1,2,4,7,14,30"
1252,Core English,review-1252,,,I review review-1252 today.,"1,2,4,7,14,30"
1253,Core English,review-1253,,,I review review-1253 today.,"1,2,4,7,14,30"
1254,Core English,review-1254,,,I review review-1254 today.,"1,2,4,7,14,30"
1255,Core English,review-1255,,,I review review-1255 today.,"1,2,4,7,14,30"
1256,Core English,review-1256,,,I review review-1256 today.,"1,2,4,7,14,30"
1257,Core English,review-1257,,,I review review-1257 today.,"1,2,4,7,14,30"
1258,Core English,review-1258,,,I review review-1258 today.,"1,2,4,7,14,30"
1259,Core English,review-1259,,,I review review-1259 today.,"1,2,4,7,14,30"
1260,Core English,review-1260,,,I review review-1260 today.,"1,2,4,7,14,30"
1261,Core English,review-1261,,,I review review-1261 today.,"1,2,4,7,14,30"
1262,Core English,review-1262,,,I review review-1262 today.,"1,2,4,7,14,30"
1263,Core English,review-1263,,,I review review-1263 today.,"1,2,4,7,14,30"
1264,Core English,review-1264,,,I review review-1264 today.,"1,2,4,7,14,30"
1265,Core English,review-1265,,,I review review-1265 today.,"1,2,4,7,14,30"
1266,Core English,review-1266,,,I review review-1266 today.,"1,2,4,7,14,30"
1267,Core English,review-1267,,,I review review-1267 today.,"1,2,4,7,14,30"
1268,Core English,review-1268,,,I review review-1268 today.,"1,2,4,7,14,30"
1269,Core English,review-1269,,,I review review-1269 today.,"1,2,4,7,14,30"
1270,Core English,review-1270,,,I review review-1270 today.,"1,2,4,7,14,30"
1271,Core English,review-1271,,,I review review-1271 today.,"1,2,4,7,14,30"
1272,Core English,review-1272,,,I review review-1272 today.,"1,2,4,7,14,30"
1273,Core English,review-1273,,,I review review-1273 today.,"1,2,4,7,14,30"
1274,Core English,review-1274,,,I review review-1274 today.,"1,2,4,7,14,30"
1275,Core English,review-1275,,,I review review-1275 today.,"1,2,4,7,14,30"
1276,Core English,review-1276,,,I review review-1276 today.,"1,2,4,7,14,30"
1277,Core English,review-1277,,,I review review-1277 today.,"1,2,4,7,14,30"
1278,Core English,review-1278,,,I review review-1278 today.,"1,2,4,7,14,30"
1279,Core English,review-1279,,,I review review-1279 today.,"1,2,4,7,14,30"
1280,Core English,review-1280,,,I review review-1280 today.,"1,2,4,7,14,30"
1281,Core English,review-1281,,,I review review-1281 today.,"1,2,4,7,14,30"
1282,Core English,review-1282,,,I review review-1282 today.,"1,2,4,7,14,30"
1283,Core English,review-1283,,,I review review-1283 today.,"1,2,4,7,14,30"
1284,Core English,review-1284,,,I review review-1284 today.,"1,2,4,7,14,30"
1285,Core English,review-1285,,,I review review-1285 today.,"1,2,4,7,14,30"
1286,Core English,review-1286,,,I review review-1286 today.,"1,2,4,7,14,30"
1287,Core English,review-1287,,,I review review-1287 today.,"1,2,4,7,14,30"
1288,Core English,review-1288,,,I review review-1288 today.,"1,2,4,7,14,30"
1289,Core English,review-1289,,,I review review-1289 today.,"1,2,4,7,14,30"
1290,Core English,review-1290,,,I review review-1290 today.,"1,2,4,7,14,30"
1291,Core English,review-1291,,,I review review-1291 today.,"1,2,4,7,14,30"
1292,Core English,review-1292,,,I review review-1292 today.,"1,2,4,7,14,30"
1293,Core English,review-1293,,,I review review-1293 today.,"1,2,4,7,14,30"
1294,Core English,review-1294,,,I review review-1294 today.,"1,2,4,7,14,30"
1295,Core English,review-1295,,,I review review-1295 today.,"1,2,4,7,14,30"
1296,Core English,review-1296,,,I review review-1296 today.,"1,2,4,7,14,30"
1297,Core English,review-1297,,,I review review-1297 today.,"1,2,4,7,14,30"
1298,Core English,review-1298,,,I review review-1298 today.,"1,2,4,7,14,30"
1299,Core English,review-1299,,,I review review-1299 today.,"1,2,4,7,14,30"
1300,Core English,review-1300,,,I review review-1300 today.,"1,2,4,7,14,30"
1301,Core English,review-1301,,,I review review-1301 today.,"1,2,4,7,14,30"
1302,Core English,review-1302,,,I review review-1302 today.,"1,2,4,7,14,30"
1303,Core English,review-1303,,,I review review-1303 today.,"1,2,4,7,14,30"
1304,Core English,review-1304,,,I review review-1304 today.,"1,2,4,7,14,30"
1305,Core English,review-1305,,,I review review-1305 today.,"1,2,4,7,14,30"
1306,Core English,review-1306,,,I review review-1306 today.,"1,2,4,7,14,30"
1307,Core English,review-1307,,,I review review-1307 today.,"1,2,4,7,14,30"
1308,Core English,review-1308,,,I review review-1308 today.,"1,2,4,7,14,30"
1309,Core English,review-1309,,,I review review-1309 today.,"1,2,4,7,14,30"
1310,Core English,review-1310,,,I review review-1310 today.,"1,2,4,7,14,30"
1311,Core English,review-1311,,,I review review-1311 today.,"1,2,4,7,14,30"
1312,Core English,review-1312,,,I review review-1312 today.,"1,2,4,7,14,30"
1313,Core English,review-1313,,,I review review-1313 today.,"1,2,4,7,14,30"
1314,Core English,review-1314,,,I review review-1314 today.,"1,2,4,7,14,30"
1315,Core English,review-1315,,,I review review-1315 today.,"1,2,4,7,14,30"
1316,Core English,review-1316,,,I review review-1316 today.,"1,2,4,7,14,30"
1317,Core English,review-1317,,,I review review-1317 today.,"1,2,4,7,14,30"
1318,Core English,review-1318,,,I review review-1318 today.,"1,2,4,7,14,30"
1319,Core English,review-1319,,,I review review-1319 today.,"1,2,4,7,14,30"
1320,Core English,review-1320,,,I review review-1320 today.,"1,2,4,7,14,30"
1321,Core English,review-1321,,,I review review-1321 today.,"1,2,4,7,14,30"
1322,Core English,review-1322,,,I review review-1322 today.,"1,2,4,7,14,30"
1323,Core English,review-1323,,,I review review-1323 today.,"1,2,4,7,14,30"
1324,Core English,review-1324,,,I review review-1324 today.,"1,2,4,7,14,30"
1325,Core English,review-1325,,,I review review-1325 today.,"1,2,4,7,14,30"
1326,Core English,review-1326,,,I review review-1326 today.,"1,2,4,7,14,30"
1327,Core English,review-1327,,,I review review-1327 today.,"1,2,4,7,14,30"
1328,Core English,review-1328,,,I review review-1328 today.,"1,2,4,7,14,30"
1329,Core English,review-1329,,,I review review-1329 today.,"1,2,4,7,14,30"
1330,Core English,review-1330,,,I review review-1330 today.,"1,2,4,7,14,30"
1331,Core English,review-1331,,,I review review-1331 today.,"1,2,4,7,14,30"
1332,Core English,review-1332,,,I review review-1332 today.,"1,2,4,7,14,30"
1333,Core English,review-1333,,,I review review-1333 today.,"1,2,4,7,14,30"
1334,Core English,review-1334,,,I review review-1334 today.,"1,2,4,7,14,30"
1335,Core English,review-1335,,,I review review-1335 today.,"1,2,4,7,14,30"
1336,Core English,review-1336,,,I review review-1336 today.,"1,2,4,7,14,30"
1337,Core English,review-1337,,,I review review-1337 today.,"1,2,4,7,14,30"
1338,Core English,review-1338,,,I review review-1338 today.,"1,2,4,7,14,30"
1339,Core English,review-1339,,,I review review-1339 today.,"1,2,4,7,14,30"
1340,Core English,review-1340,,,I review review-1340 today.,"1,2,4,7,14,30"
1341,Core English,review-1341,,,I review review-1341 today.,"1,2,4,7,14,30"
1342,Core English,review-1342,,,I review review-1342 today.,"1,2,4,7,14,30"
1343,Core English,review-1343,,,I review review-1343 today.,"1,2,4,7,14,30"
1344,Core English,review-1344,,,I review review-1344 today.,"1,2,4,7,14,30"
1345,Core English,review-1345,,,I review review-1345 today.,"1,2,4,7,14,30"
1346,Core English,review-1346,,,I review review-1346 today.,"1,2,4,7,14,30"
1347,Core English,review-1347,,,I review review-1347 today.,"1,2,4,7,14,30"
1348,Core English,review-1348,,,I review review-1348 today.,"1,2,4,7,14,30"
1349,Core English,review-1349,,,I review review-1349 today.,"1,2,4,7,14,30"
1350,Core English,review-1350,,,I review review-1350 today.,"1,2,4,7,14,30"
1351,Core English,review-1351,,,I review review-1351 today.,"1,2,4,7,14,30"
1352,Core English,review-1352,,,I review review-1352 today.,"1,2,4,7,14,30"
1353,Core English,review-1353,,,I review review-1353 today.,"1,2,4,7,14,30"
1354,Core English,review-1354,,,I review review-1354 today.,"1,2,4,7,14,30"
1355,Core English,review-1355,,,I review review-1355 today.,"1,2,4,7,14,30"
1356,Core English,review-1356,,,I review review-1356 today.,"1,2,4,7,14,30"
1357,Core English,review-1357,,,I review review-1357 today.,"1,2,4,7,14,30"
1358,Core English,review-1358,,,I review review-1358 today.,"1,2,4,7,14,30"
1359,Core English,review-1359,,,I review review-1359 today.,"1,2,4,7,14,30"
1360,Core English,review-1360,,,I review review-1360 today.,"1,2,4,7,14,30"
1361,Core English,review-1361,,,I review review-1361 today.,"1,2,4,7,14,30"
1362,Core English,review-1362,,,I review review-1362 today.,"1,2,4,7,14,30"
1363,Core English,review-1363,,,I review review-1363 today.,"1,2,4,7,14,30"
1364,Core English,review-1364,,,I review review-1364 today.,"1,2,4,7,14,30"
1365,Core English,review-1365,,,I review review-1365 today.,"1,2,4,7,14,30"
1366,Core English,review-1366,,,I review review-1366 today.,"1,2,4,7,14,30"
1367,Core English,review-1367,,,I review review-1367 today.,"1,2,4,7,14,30"
1368,Core English,review-1368,,,I review review-1368 today.,"1,2,4,7,14,30"
1369,Core English,review-1369,,,I review review-1369 today.,"1,2,4,7,14,30"
1370,Core English,review-1370,,,I review review-1370 today.,"1,2,4,7,14,30"
1371,Core English,review-1371,,,I review review-1371 today.,"1,2,4,7,14,30"
1372,Core English,review-1372,,,I review review-1372 today.,"1,2,4,7,14,30"
1373,Core English,review-1373,,,I review review-1373 today.,"1,2,4,7,14,30"
1374,Core English,review-1374,,,I review review-1374 today.,"1,2,4,7,14,30"
1375,Core English,review-1375,,,I review review-1375 today.,"1,2,4,7,14,30"
1376,Core English,review-1376,,,I review review-1376 today.,"1,2,4,7,14,30"
1377,Core English,review-1377,,,I review review-1377 today.,"1,2,4,7,14,30"
1378,Core English,review-1378,,,I review review-1378 today.,"1,2,4,7,14,30"
1379,Core English,review-1379,,,I review review-1379 today.,"1,2,4,7,14,30"
1380,Core English,review-1380,,,I review review-1380 today.,"1,2,4,7,14,30"
1381,Core English,review-1381,,,I review review-1381 today.,"1,2,4,7,14,30"
1382,Core English,review-1382,,,I review review-1382 today.,"1,2,4,7,14,30"
1383,Core English,review-1383,,,I review review-1383 today.,"1,2,4,7,14,30"
1384,Core English,review-1384,,,I review review-1384 today.,"1,2,4,7,14,30"
1385,Core English,review-1385,,,I review review-1385 today.,"1,2,4,7,14,30"
1386,Core English,review-1386,,,I review review-1386 today.,"1,2,4,7,14,30"
1387,Core English,review-1387,,,I review review-1387 today.,"1,2,4,7,14,30"
1388,Core English,review-1388,,,I review review-1388 today.,"1,2,4,7,14,30"
1389,Core English,review-1389,,,I review review-1389 today.,"1,2,4,7,14,30"
1390,Core English,review-1390,,,I review review-1390 today.,"1,2,4,7,14,30"
1391,Core English,review-1391,,,I review review-1391 today.,"1,2,4,7,14,30"
1392,Core English,review-1392,,,I review review-1392 today.,"1,2,4,7,14,30"
1393,Core English,review-1393,,,I review review-1393 today.,"1,2,4,7,14,30"
1394,Core English,review-1394,,,I review review-1394 today.,"1,2,4,7,14,30"
1395,Core English,review-1395,,,I review review-1395 today.,"1,2,4,7,14,30"
1396,Core English,review-1396,,,I review review-1396 today.,"1,2,4,7,14,30"
1397,Core English,review-1397,,,I review review-1397 today.,"1,2,4,7,14,30"
1398,Core English,review-1398,,,I review review-1398 today.,"1,2,4,7,14,30"
1399,Core English,review-1399,,,I review review-1399 today.,"1,2,4,7,14,30"
1400,Core English,review-1400,,,I review review-1400 today.,"1,2,4,7,14,30"
1401,Core English,review-1401,,,I review review-1401 today.,"1,2,4,7,14,30"
1402,Core English,review-1402,,,I review review-1402 today.,"1,2,4,7,14,30"
1403,Core English,review-1403,,,I review review-1403 today.,"1,2,4,7,14,30"
1404,Core English,review-1404,,,I review review-1404 today.,"1,2,4,7,14,30"
1405,Core English,review-1405,,,I review review-1405 today.,"1,2,4,7,14,30"
1406,Core English,review-1406,,,I review review-1406 today.,"1,2,4,7,14,30"
1407,Core English,review-1407,,,I review review-1407 today.,"1,2,4,7,14,30"
1408,Core English,review-1408,,,I review review-1408 today.,"1,2,4,7,14,30"
1409,Core English,review-1409,,,I review review-1409 today.,"1,2,4,7,14,30"
1410,Core English,review-1410,,,I review review-1410 today.,"1,2,4,7,14,30"
1411,Core English,review-1411,,,I review review-1411 today.,"1,2,4,7,14,30"
1412,Core English,review-1412,,,I review review-1412 today.,"1,2,4,7,14,30"
1413,Core English,review-1413,,,I review review-1413 today.,"1,2,4,7,14,30"
1414,Core English,review-1414,,,I review review-1414 today.,"1,2,4,7,14,30"
1415,Core English,review-1415,,,I review review-1415 today.,"1,2,4,7,14,30"
1416,Core English,review-1416,,,I review review-1416 today.,"1,2,4,7,14,30"
1417,Core English,review-1417,,,I review review-1417 today.,"1,2,4,7,14,30"
1418,Core English,review-1418,,,I review review-1418 today.,"1,2,4,7,14,30"
1419,Core English,review-1419,,,I review review-1419 today.,"1,2,4,7,14,30"
1420,Core English,review-1420,,,I review review-1420 today.,"1,2,4,7,14,30"
1421,Core English,review-1421,,,I review review-1421 today.,"1,2,4,7,14,30"
1422,Core English,review-1422,,,I review review-1422 today.,"1,2,4,7,14,30"
1423,Core English,review-1423,,,I review review-1423 today.,"1,2,4,7,14,30"
1424,Core English,review-1424,,,I review review-1424 today.,"1,2,4,7,14,30"
1425,Core English,review-1425,,,I review review-1425 today.,"1,2,4,7,14,30"
1426,Core English,review-1426,,,I review review-1426 today.,"1,2,4,7,14,30"
1427,Core English,review-1427,,,I review review-1427 today.,"1,2,4,7,14,30"
1428,Core English,review-1428,,,I review review-1428 today.,"1,2,4,7,14,30"
1429,Core English,review-1429,,,I review review-1429 today.,"1,2,4,7,14,30"
1430,Core English,review-1430,,,I review review-1430 today.,"1,2,4,7,14,30"
1431,Core English,review-1431,,,I review review-1431 today.,"1,2,4,7,14,30"
1432,Core English,review-1432,,,I review review-1432 today.,"1,2,4,7,14,30"
1433,Core English,review-1433,,,I review review-1433 today.,"1,2,4,7,14,30"
1434,Core English,review-1434,,,I review review-1434 today.,"1,2,4,7,14,30"
1435,Core English,review-1435,,,I review review-1435 today.,"1,2,4,7,14,30"
1436,Core English,review-1436,,,I review review-1436 today.,"1,2,4,7,14,30"
1437,Core English,review-1437,,,I review review-1437 today.,"1,2,4,7,14,30"
1438,Core English,review-1438,,,I review review-1438 today.,"1,2,4,7,14,30"
1439,Core English,review-1439,,,I review review-1439 today.,"1,2,4,7,14,30"
1440,Core English,review-1440,,,I review review-1440 today.,"1,2,4,7,14,30"
1441,Core English,review-1441,,,I review review-1441 today.,"1,2,4,7,14,30"
1442,Core English,review-1442,,,I review review-1442 today.,"1,2,4,7,14,30"
1443,Core English,review-1443,,,I review review-1443 today.,"1,2,4,7,14,30"
1444,Core English,review-1444,,,I review review-1444 today.,"1,2,4,7,14,30"
1445,Core English,review-1445,,,I review review-1445 today.,"1,2,4,7,14,30"
1446,Core English,review-1446,,,I review review-1446 today.,"1,2,4,7,14,30"
1447,Core English,review-1447,,,I review review-1447 today.,"1,2,4,7,14,30"
1448,Core English,review-1448,,,I review review-1448 today.,"1,2,4,7,14,30"
1449,Core English,review-1449,,,I review review-1449 today.,"1,2,4,7,14,30"
1450,Core English,review-1450,,,I review review-1450 today.,"1,2,4,7,14,30"
1451,Core English,review-1451,,,I review review-1451 today.,"1,2,4,7,14,30"
1452,Core English,review-1452,,,I review review-1452 today.,"1,2,4,7,14,30"
1453,Core English,review-1453,,,I review review-1453 today.,"1,2,4,7,14,30"
1454,Core English,review-1454,,,I review review-1454 today.,"1,2,4,7,14,30"
1455,Core English,review-1455,,,I review review-1455 today.,"1,2,4,7,14,30"
1456,Core English,review-1456,,,I review review-1456 today.,"1,2,4,7,14,30"
1457,Core English,review-1457,,,I review review-1457 today.,"1,2,4,7,14,30"
1458,Core English,review-1458,,,I review review-1458 today.,"1,2,4,7,14,30"
1459,Core English,review-1459,,,I review review-1459 today.,"1,2,4,7,14,30"
1460,Core English,review-1460,,,I review review-1460 today.,"1,2,4,7,14,30"
1461,Core English,review-1461,,,I review review-1461 today.,"1,2,4,7,14,30"
1462,Core English,review-1462,,,I review review-1462 today.,"1,2,4,7,14,30"
1463,Core English,review-1463,,,I review review-1463 today.,"1,2,4,7,14,30"
1464,Core English,review-1464,,,I review review-1464 today.,"1,2,4,7,14,30"
1465,Core English,review-1465,,,I review review-1465 today.,"1,2,4,7,14,30"
1466,Core English,review-1466,,,I review review-1466 today.,"1,2,4,7,14,30"
1467,Core English,review-1467,,,I review review-1467 today.,"1,2,4,7,14,30"
1468,Core English,review-1468,,,I review review-1468 today.,"1,2,4,7,14,30"
1469,Core English,review-1469,,,I review review-1469 today.,"1,2,4,7,14,30"
1470,Core English,review-1470,,,I review review-1470 today.,"1,2,4,7,14,30"
1471,Core English,review-1471,,,I review review-1471 today.,"1,2,4,7,14,30"
1472,Core English,review-1472,,,I review review-1472 today.,"1,2,4,7,14,30"
1473,Core English,review-1473,,,I review review-1473 today.,"1,2,4,7,14,30"
1474,Core English,review-1474,,,I review review-1474 today.,"1,2,4,7,14,30"
1475,Core English,review-1475,,,I review review-1475 today.,"1,2,4,7,14,30"
1476,Core English,review-1476,,,I review review-1476 today.,"1,2,4,7,14,30"
1477,Core English,review-1477,,,I review review-1477 today.,"1,2,4,7,14,30"
1478,Core English,review-1478,,,I review review-1478 today.,"1,2,4,7,14,30"
1479,Core English,review-1479,,,I review review-1479 today.,"1,2,4,7,14,30"
1480,Core English,review-1480,,,I review review-1480 today.,"1,2,4,7,14,30"
1481,Core English,review-1481,,,I review review-1481 today.,"1,2,4,7,14,30"
1482,Core English,review-1482,,,I review review-1482 today.,"1,2,4,7,14,30"
1483,Core English,review-1483,,,I review review-1483 today.,"1,2,4,7,14,30"
1484,Core English,review-1484,,,I review review-1484 today.,"1,2,4,7,14,30"
1485,Core English,review-1485,,,I review review-1485 today.,"1,2,4,7,14,30"
1486,Core English,review-1486,,,I review review-1486 today.,"1,2,4,7,14,30"
1487,Core English,review-1487,,,I review review-1487 today.,"1,2,4,7,14,30"
1488,Core English,review-1488,,,I review review-1488 today.,"1,2,4,7,14,30"
1489,Core English,review-1489,,,I review review-1489 today.,"1,2,4,7,14,30"
1490,Core English,review-1490,,,I review review-1490 today.,"1,2,4,7,14,30"
1491,Core English,review-1491,,,I review review-1491 today.,"1,2,4,7,14,30"
1492,Core English,review-1492,,,I review review-1492 today.,"1,2,4,7,14,30"
1493,Core English,review-1493,,,I review review-1493 today.,"1,2,4,7,14,30"
1494,Core English,review-1494,,,I review review-1494 today.,"1,2,4,7,14,30"
1495,Core English,review-1495,,,I review review-1495 today.,"1,2,4,7,14,30"
1496,Core English,review-1496,,,I review review-1496 today.,"1,2,4,7,14,30"
1497,Core English,review-1497,,,I review review-1497 today.,"1,2,4,7,14,30"
1498,Core English,review-1498,,,I review review-1498 today.,"1,2,4,7,14,30"
1499,Core English,review-1499,,,I review review-1499 today.,"1,2,4,7,14,30"
1500,Core English,review-1500,,,I review review-1500 today.,"1,2,4,7,14,30"
1501,Core English,review-1501,,,I review review-1501 today.,"1,2,4,7,14,30"
1502,Core English,review-1502,,,I review review-1502 today.,"1,2,4,7,14,30"
1503,Core English,review-1503,,,I review review-1503 today.,"1,2,4,7,14,30"
1504,Core English,review-1504,,,I review review-1504 today.,"1,2,4,7,14,30"
1505,Core English,review-1505,,,I review review-1505 today.,"1,2,4,7,14,30"
1506,Core English,review-1506,,,I review review-1506 today.,"1,2,4,7,14,30"
1507,Core English,review-1507,,,I review review-1507 today.,"1,2,4,7,14,30"
1508,Core English,review-1508,,,I review review-1508 today.,"1,2,4,7,14,30"
1509,Core English,review-1509,,,I review review-1509 today.,"1,2,4,7,14,30"
1510,Core English,review-1510,,,I review review-1510 today.,"1,2,4,7,14,30"
1511,Core English,review-1511,,,I review review-1511 today.,"1,2,4,7,14,30"
1512,Core English,review-1512,,,I review review-1512 today.,"1,2,4,7,14,30"
1513,Core English,review-1513,,,I review review-1513 today.,"1,2,4,7,14,30"
1514,Core English,review-1514,,,I review review-1514 today.,"1,2,4,7,14,30"
1515,Core English,review-1515,,,I review review-1515 today.,"1,2,4,7,14,30"
1516,Core English,review-1516,,,I review review-1516 today.,"1,2,4,7,14,30"
1517,Core English,review-1517,,,I review review-1517 today.,"1,2,4,7,14,30"
1518,Core English,review-1518,,,I review review-1518 today.,"1,2,4,7,14,30"
1519,Core English,review-1519,,,I review review-1519 today.,"1,2,4,7,14,30"
1520,Core English,review-1520,,,I review review-1520 today.,"1,2,4,7,14,30"
1521,Core English,review-1521,,,I review review-1521 today.,"1,2,4,7,14,30"
1522,Core English,review-1522,,,I review review-1522 today.,"1,2,4,7,14,30"
1523,Core English,review-1523,,,I review review-1523 today.,"1,2,4,7,14,30"
1524,Core English,review-1524,,,I review review-1524 today.,"1,2,4,7,14,30"
1525,Core English,review-1525,,,I review review-1525 today.,"1,2,4,7,14,30"
1526,Core English,review-1526,,,I review review-1526 today.,"1,2,4,7,14,30"
1527,Core English,review-1527,,,I review review-1527 today.,"1,2,4,7,14,30"
1528,Core English,review-1528,,,I review review-1528 today.,"1,2,4,7,14,30"
1529,Core English,review-1529,,,I review review-1529 today.,"1,2,4,7,14,30"
1530,Core English,review-1530,,,I review review-1530 today.,"1,2,4,7,14,30"
1531,Core English,review-1531,,,I review review-1531 today.,"1,2,4,7,14,30"
1532,Core English,review-1532,,,I review review-1532 today.,"1,2,4,7,14,30"
1533,Core English,review-1533,,,I review review-1533 today.,"1,2,4,7,14,30"
1534,Core English,review-1534,,,I review review-1534 today.,"1,2,4,7,14,30"
1535,Core English,review-1535,,,I review review-1535 today.,"1,2,4,7,14,30"
1536,Core English,review-1536,,,I review review-1536 today.,"1,2,4,7,14,30"
1537,Core English,review-1537,,,I review review-1537 today.,"1,2,4,7,14,30"
1538,Core English,review-1538,,,I review review-1538 today.,"1,2,4,7,14,30"
1539,Core English,review-1539,,,I review review-1539 today.,"1,2,4,7,14,30"
1540,Core English,review-1540,,,I review review-1540 today.,"1,2,4,7,14,30"
1541,Core English,review-1541,,,I review review-1541 today.,"1,2,4,7,14,30"
1542,Core English,review-1542,,,I review review-1542 today.,"1,2,4,7,14,30"
1543,Core English,review-1543,,,I review review-1543 today.,"1,2,4,7,14,30"
1544,Core English,review-1544,,,I review review-1544 today.,"1,2,4,7,14,30"
1545,Core English,review-1545,,,I review review-1545 today.,"1,2,4,7,14,30"
1546,Core English,review-1546,,,I review review-1546 today.,"1,2,4,7,14,30"
1547,Core English,review-1547,,,I review review-1547 today.,"1,2,4,7,14,30"
1548,Core English,review-1548,,,I review review-1548 today.,"1,2,4,7,14,30"
1549,Core English,review-1549,,,I review review-1549 today.,"1,2,4,7,14,30"
1550,Core English,review-1550,,,I review review-1550 today.,"1,2,4,7,14,30"
1551,Core English,review-1551,,,I review review-1551 today.,"1,2,4,7,14,30"
1552,Core English,review-1552,,,I review review-1552 today.,"1,2,4,7,14,30"
1553,Core English,review-1553,,,I review review-1553 today.,"1,2,4,7,14,30"
1554,Core English,review-1554,,,I review review-1554 today.,"1,2,4,7,14,30"
1555,Core English,review-1555,,,I review review-1555 today.,"1,2,4,7,14,30"
1556,Core English,review-1556,,,I review review-1556 today.,"1,2,4,7,14,30"
1557,Core English,review-1557,,,I review review-1557 today.,"1,2,4,7,14,30"
1558,Core English,review-1558,,,I review review-1558 today.,"1,2,4,7,14,30"
1559,Core English,review-1559,,,I review review-1559 today.,"1,2,4,7,14,30"
1560,Core English,review-1560,,,I review review-1560 today.,"1,2,4,7,14,30"
1561,Core English,review-1561,,,I review review-1561 today.,"1,2,4,7,14,30"
1562,Core English,review-1562,,,I review review-1562 today.,"1,2,4,7,14,30"
1563,Core English,review-1563,,,I review review-1563 today.,"1,2,4,7,14,30"
1564,Core English,review-1564,,,I review review-1564 today.,"1,2,4,7,14,30"
1565,Core English,review-1565,,,I review review-1565 today.,"1,2,4,7,14,30"
1566,Core English,review-1566,,,I review review-1566 today.,"1,2,4,7,14,30"
